,Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10,Symptom_11,Symptom_12,Symptom_13,Symptom_14,Symptom_15,Symptom_16,Symptom_17
1326,Drug Reaction,itching,skin rash,stomach pain,burning micturition,spotting  urination,0,0,0,0,0,0,0,0,0,0,0,0
1327,Fungal infection,itching,skin rash,nodal skin eruptions,dischromic  patches,0,0,0,0,0,0,0,0,0,0,0,0,0
1328,Dengue,chills,joint pain,vomiting,fatigue,high fever,headache,nausea,loss of appetite,pain behind the eyes,back pain,malaise,muscle pain,red spots over body,0,0,0,0
1329,Malaria,chills,vomiting,high fever,sweating,headache,nausea,diarrhoea,muscle pain,0,0,0,0,0,0,0,0,0
1330,Allergy,continuous sneezing,shivering,chills,watering from eyes,0,0,0,0,0,0,0,0,0,0,0,0,0
1331,Dengue,skin rash,joint pain,vomiting,fatigue,high fever,headache,nausea,loss of appetite,pain behind the eyes,back pain,malaise,muscle pain,red spots over body,0,0,0,0
1332,Diabetes,fatigue,weight loss,restlessness,lethargy,irregular sugar level,blurred and distorted vision,obesity,excessive hunger,increased appetite,polyuria,0,0,0,0,0,0,0
1333,Hepatitis C,fatigue,yellowish skin,nausea,loss of appetite,yellowing of eyes,0,0,0,0,0,0,0,0,0,0,0,0
1334,(vertigo) Paroymsal  Positional Vertigo,vomiting,headache,nausea,spinning movements,loss of balance,unsteadiness,0,0,0,0,0,0,0,0,0,0,0
1335,Cervical spondylosis,back pain,weakness in limbs,neck pain,dizziness,loss of balance,0,0,0,0,0,0,0,0,0,0,0,0
1336,Dimorphic hemmorhoids(piles),constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,0,0,0,0,0,0,0,0,0,0,0,0
1337,Drug Reaction,itching,skin rash,stomach pain,burning micturition,spotting  urination,0,0,0,0,0,0,0,0,0,0,0,0
1338,Cervical spondylosis,weakness in limbs,neck pain,dizziness,loss of balance,0,0,0,0,0,0,0,0,0,0,0,0,0
1339,Cervical spondylosis,back pain,weakness in limbs,neck pain,dizziness,loss of balance,0,0,0,0,0,0,0,0,0,0,0,0
1340,Dimorphic hemmorhoids(piles),constipation,pain during bowel movements,pain in anal region,irritation in anus,0,0,0,0,0,0,0,0,0,0,0,0,0
1341,Allergy,continuous sneezing,shivering,chills,watering from eyes,0,0,0,0,0,0,0,0,0,0,0,0,0
1342,Gastroenteritis,vomiting,sunken eyes,dehydration,diarrhoea,0,0,0,0,0,0,0,0,0,0,0,0,0
1343,Hepatitis D,vomiting,fatigue,yellowish skin,dark urine,nausea,loss of appetite,abdominal pain,yellowing of eyes,0,0,0,0,0,0,0,0,0
1344,(vertigo) Paroymsal  Positional Vertigo,headache,nausea,spinning movements,loss of balance,unsteadiness,0,0,0,0,0,0,0,0,0,0,0,0
1345,Acne,skin rash,pus filled pimples,blackheads,scurring,0,0,0,0,0,0,0,0,0,0,0,0,0
1346,Chronic cholestasis,itching,vomiting,yellowish skin,nausea,loss of appetite,abdominal pain,yellowing of eyes,0,0,0,0,0,0,0,0,0,0
1347,Chicken pox,itching,skin rash,fatigue,lethargy,high fever,loss of appetite,mild fever,swelled lymph nodes,malaise,red spots over body,0,0,0,0,0,0,0
1348,Hyperthyroidism,fatigue,mood swings,weight loss,sweating,diarrhoea,fast heart rate,excessive hunger,muscle weakness,irritability,abnormal menstruation,0,0,0,0,0,0,0
1349,Hepatitis D,joint pain,vomiting,fatigue,yellowish skin,dark urine,nausea,loss of appetite,abdominal pain,yellowing of eyes,0,0,0,0,0,0,0,0
1350,(vertigo) Paroymsal  Positional Vertigo,vomiting,headache,nausea,spinning movements,loss of balance,unsteadiness,0,0,0,0,0,0,0,0,0,0,0
1351,AIDS,muscle wasting,high fever,extra marital contacts,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1352,Alcoholic hepatitis,vomiting,yellowish skin,abdominal pain,swelling of stomach,distention of abdomen,history of alcohol consumption,fluid overload,0,0,0,0,0,0,0,0,0,0
1353,Dengue,skin rash,chills,joint pain,vomiting,fatigue,high fever,headache,nausea,loss of appetite,pain behind the eyes,back pain,muscle pain,red spots over body,0,0,0,0
1354,Peptic ulcer diseae,vomiting,indigestion,loss of appetite,abdominal pain,passage of gases,internal itching,0,0,0,0,0,0,0,0,0,0,0
1355,Impetigo,skin rash,high fever,blister,red sore around nose,0,0,0,0,0,0,0,0,0,0,0,0,0
1356,Varicose veins,fatigue,cramps,bruising,obesity,swollen legs,swollen blood vessels,prominent veins on calf,0,0,0,0,0,0,0,0,0,0
1357,Hepatitis B,itching,fatigue,lethargy,yellowish skin,dark urine,loss of appetite,yellow urine,yellowing of eyes,malaise,receiving blood transfusion,receiving unsterile injections,0,0,0,0,0,0
1358,Heart attack,vomiting,sweating,chest pain,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1359,Heart attack,vomiting,breathlessness,chest pain,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1360,Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea,blurred and distorted vision,excessive hunger,drying and tingling lips,slurred speech,irritability,palpitations,0,0,0,0,0
1361,Heart attack,vomiting,breathlessness,sweating,chest pain,0,0,0,0,0,0,0,0,0,0,0,0,0
1362,Chronic cholestasis,itching,vomiting,yellowish skin,loss of appetite,abdominal pain,yellowing of eyes,0,0,0,0,0,0,0,0,0,0,0
1363,Dengue,skin rash,chills,joint pain,vomiting,fatigue,high fever,headache,nausea,loss of appetite,pain behind the eyes,back pain,muscle pain,red spots over body,0,0,0,0
1364,Tuberculosis,chills,vomiting,fatigue,weight loss,cough,high fever,breathlessness,sweating,loss of appetite,mild fever,yellowing of eyes,swelled lymph nodes,malaise,phlegm,chest pain,blood in sputum,0
1365,Hepatitis B,fatigue,lethargy,yellowish skin,dark urine,loss of appetite,abdominal pain,yellow urine,yellowing of eyes,malaise,receiving blood transfusion,receiving unsterile injections,0,0,0,0,0,0
1366,Arthritis,muscle weakness,swelling joints,movement stiffness,painful walking,0,0,0,0,0,0,0,0,0,0,0,0,0
1367,Varicose veins,fatigue,cramps,bruising,obesity,swollen legs,swollen blood vessels,prominent veins on calf,0,0,0,0,0,0,0,0,0,0
1368,Hepatitis E,joint pain,vomiting,fatigue,high fever,yellowish skin,dark urine,nausea,loss of appetite,abdominal pain,yellowing of eyes,acute liver failure,coma,stomach bleeding,0,0,0,0
1369,Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea,blurred and distorted vision,excessive hunger,drying and tingling lips,slurred speech,irritability,palpitations,0,0,0,0,0
1370,Hepatitis E,joint pain,vomiting,fatigue,high fever,yellowish skin,dark urine,nausea,loss of appetite,abdominal pain,yellowing of eyes,acute liver failure,coma,stomach bleeding,0,0,0,0
1371,Acne,skin rash,pus filled pimples,blackheads,scurring,0,0,0,0,0,0,0,0,0,0,0,0,0
1372,Impetigo,skin rash,high fever,blister,red sore around nose,yellow crust ooze,0,0,0,0,0,0,0,0,0,0,0,0
1373,Tuberculosis,chills,vomiting,fatigue,weight loss,cough,high fever,breathlessness,loss of appetite,mild fever,yellowing of eyes,swelled lymph nodes,malaise,phlegm,chest pain,blood in sputum,0,0
1374,Tuberculosis,chills,vomiting,fatigue,weight loss,cough,high fever,breathlessness,sweating,loss of appetite,mild fever,yellowing of eyes,swelled lymph nodes,malaise,phlegm,chest pain,blood in sputum,0
1375,Drug Reaction,itching,skin rash,stomach pain,burning micturition,0,0,0,0,0,0,0,0,0,0,0,0,0
1376,Osteoarthristis,joint pain,neck pain,knee pain,hip joint pain,swelling joints,painful walking,0,0,0,0,0,0,0,0,0,0,0
1377,Varicose veins,fatigue,cramps,bruising,swollen legs,swollen blood vessels,prominent veins on calf,0,0,0,0,0,0,0,0,0,0,0
1378,Bronchial Asthma,fatigue,cough,high fever,breathlessness,family history,mucoid sputum,0,0,0,0,0,0,0,0,0,0,0
1379,Peptic ulcer diseae,indigestion,loss of appetite,abdominal pain,passage of gases,internal itching,0,0,0,0,0,0,0,0,0,0,0,0
1380,Hyperthyroidism,fatigue,mood swings,weight loss,restlessness,sweating,diarrhoea,fast heart rate,excessive hunger,muscle weakness,irritability,abnormal menstruation,0,0,0,0,0,0
1381,Hypertension,headache,chest pain,dizziness,lack of concentration,0,0,0,0,0,0,0,0,0,0,0,0,0
1382,Varicose veins,fatigue,cramps,bruising,obesity,swollen legs,swollen blood vessels,prominent veins on calf,0,0,0,0,0,0,0,0,0,0
1383,Heart attack,breathlessness,sweating,chest pain,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1384,Gastroenteritis,vomiting,sunken eyes,dehydration,diarrhoea,0,0,0,0,0,0,0,0,0,0,0,0,0
1385,(vertigo) Paroymsal  Positional Vertigo,vomiting,headache,nausea,spinning movements,loss of balance,unsteadiness,0,0,0,0,0,0,0,0,0,0,0
1386,Hepatitis C,fatigue,nausea,loss of appetite,yellowing of eyes,family history,0,0,0,0,0,0,0,0,0,0,0,0
1387,Pneumonia,chills,fatigue,cough,high fever,sweating,malaise,phlegm,chest pain,fast heart rate,rusty sputum,0,0,0,0,0,0,0
1388,Paralysis (brain hemorrhage),vomiting,weakness of one body side,altered sensorium,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1389,Hepatitis D,joint pain,vomiting,fatigue,yellowish skin,dark urine,loss of appetite,abdominal pain,yellowing of eyes,0,0,0,0,0,0,0,0,0
1390,Hepatitis C,fatigue,yellowish skin,nausea,loss of appetite,yellowing of eyes,family history,0,0,0,0,0,0,0,0,0,0,0
1391,Pneumonia,chills,fatigue,cough,high fever,breathlessness,sweating,malaise,phlegm,chest pain,fast heart rate,rusty sputum,0,0,0,0,0,0
1392,Chronic cholestasis,itching,vomiting,yellowish skin,nausea,loss of appetite,abdominal pain,yellowing of eyes,0,0,0,0,0,0,0,0,0,0
1393,Hypothyroidism,fatigue,weight gain,mood swings,lethargy,dizziness,puffy face and eyes,enlarged thyroid,brittle nails,swollen extremeties,depression,irritability,abnormal menstruation,0,0,0,0,0
1394,Hepatitis C,fatigue,yellowish skin,nausea,loss of appetite,yellowing of eyes,family history,0,0,0,0,0,0,0,0,0,0,0
1395,Bronchial Asthma,fatigue,cough,high fever,breathlessness,family history,mucoid sputum,0,0,0,0,0,0,0,0,0,0,0
1396,Pneumonia,chills,fatigue,cough,high fever,breathlessness,sweating,malaise,phlegm,chest pain,fast heart rate,rusty sputum,0,0,0,0,0,0
1397,Arthritis,muscle weakness,stiff neck,swelling joints,movement stiffness,painful walking,0,0,0,0,0,0,0,0,0,0,0,0
1398,GERD,acidity,ulcers on tongue,vomiting,cough,chest pain,0,0,0,0,0,0,0,0,0,0,0,0
1399,GERD,stomach pain,acidity,ulcers on tongue,vomiting,cough,chest pain,0,0,0,0,0,0,0,0,0,0,0
1400,Bronchial Asthma,fatigue,high fever,breathlessness,family history,mucoid sputum,0,0,0,0,0,0,0,0,0,0,0,0
1401,Typhoid,chills,vomiting,fatigue,high fever,headache,nausea,constipation,abdominal pain,diarrhoea,toxic look (typhos),belly pain,0,0,0,0,0,0
1402,Allergy,continuous sneezing,shivering,chills,watering from eyes,0,0,0,0,0,0,0,0,0,0,0,0,0
1403,Dengue,skin rash,chills,joint pain,vomiting,fatigue,high fever,headache,nausea,loss of appetite,pain behind the eyes,back pain,malaise,muscle pain,red spots over body,0,0,0
1404,Allergy,continuous sneezing,shivering,chills,watering from eyes,0,0,0,0,0,0,0,0,0,0,0,0,0
1405,Dengue,skin rash,chills,joint pain,vomiting,fatigue,high fever,headache,nausea,loss of appetite,pain behind the eyes,back pain,malaise,muscle pain,red spots over body,0,0,0
1406,Pneumonia,chills,cough,high fever,breathlessness,sweating,malaise,phlegm,chest pain,fast heart rate,rusty sputum,0,0,0,0,0,0,0
1407,Fungal infection,itching,skin rash,nodal skin eruptions,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1408,Gastroenteritis,vomiting,dehydration,diarrhoea,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1409,Alcoholic hepatitis,vomiting,yellowish skin,abdominal pain,swelling of stomach,distention of abdomen,history of alcohol consumption,fluid overload,0,0,0,0,0,0,0,0,0,0
1410,Varicose veins,fatigue,cramps,obesity,swollen legs,swollen blood vessels,prominent veins on calf,0,0,0,0,0,0,0,0,0,0,0
1411,Bronchial Asthma,fatigue,cough,high fever,breathlessness,family history,mucoid sputum,0,0,0,0,0,0,0,0,0,0,0
1412,Typhoid,chills,vomiting,fatigue,high fever,headache,nausea,constipation,abdominal pain,diarrhoea,toxic look (typhos),belly pain,0,0,0,0,0,0
1413,Typhoid,chills,vomiting,fatigue,high fever,headache,nausea,constipation,diarrhoea,toxic look (typhos),belly pain,0,0,0,0,0,0,0
1414,Jaundice,itching,vomiting,fatigue,weight loss,high fever,yellowish skin,dark urine,abdominal pain,0,0,0,0,0,0,0,0,0
1415,Migraine,acidity,indigestion,headache,blurred and distorted vision,excessive hunger,stiff neck,depression,irritability,visual disturbances,0,0,0,0,0,0,0,0
1416,Hyperthyroidism,fatigue,mood swings,weight loss,restlessness,sweating,diarrhoea,fast heart rate,excessive hunger,muscle weakness,irritability,abnormal menstruation,0,0,0,0,0,0
1417,Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea,blurred and distorted vision,excessive hunger,drying and tingling lips,slurred speech,irritability,palpitations,0,0,0,0,0
1418,Hepatitis B,itching,lethargy,yellowish skin,dark urine,loss of appetite,abdominal pain,yellow urine,yellowing of eyes,malaise,receiving blood transfusion,receiving unsterile injections,0,0,0,0,0,0
1419,Hepatitis D,joint pain,vomiting,fatigue,yellowish skin,dark urine,nausea,loss of appetite,abdominal pain,yellowing of eyes,0,0,0,0,0,0,0,0
1420,Common Cold,continuous sneezing,chills,cough,high fever,headache,swelled lymph nodes,malaise,phlegm,throat irritation,redness of eyes,sinus pressure,runny nose,congestion,chest pain,loss of smell,muscle pain,0
1421,Paralysis (brain hemorrhage),headache,weakness of one body side,altered sensorium,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1422,Hypertension,headache,chest pain,loss of balance,lack of concentration,0,0,0,0,0,0,0,0,0,0,0,0,0
1423,Malaria,chills,vomiting,high fever,sweating,headache,nausea,diarrhoea,muscle pain,0,0,0,0,0,0,0,0,0
1424,Alcoholic hepatitis,vomiting,yellowish skin,abdominal pain,swelling of stomach,distention of abdomen,history of alcohol consumption,fluid overload,0,0,0,0,0,0,0,0,0,0
1425,Hyperthyroidism,fatigue,mood swings,weight loss,restlessness,diarrhoea,fast heart rate,excessive hunger,muscle weakness,irritability,abnormal menstruation,0,0,0,0,0,0,0
1426,Jaundice,itching,vomiting,fatigue,weight loss,high fever,yellowish skin,dark urine,abdominal pain,0,0,0,0,0,0,0,0,0
1427,Drug Reaction,itching,skin rash,stomach pain,burning micturition,0,0,0,0,0,0,0,0,0,0,0,0,0
1428,GERD,stomach pain,acidity,ulcers on tongue,vomiting,cough,0,0,0,0,0,0,0,0,0,0,0,0
1429,Hepatitis C,fatigue,yellowish skin,nausea,loss of appetite,yellowing of eyes,family history,0,0,0,0,0,0,0,0,0,0,0
1430,Heart attack,breathlessness,sweating,chest pain,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1431,Jaundice,itching,vomiting,fatigue,weight loss,high fever,yellowish skin,abdominal pain,0,0,0,0,0,0,0,0,0,0
1432,Chronic cholestasis,itching,yellowish skin,nausea,loss of appetite,abdominal pain,yellowing of eyes,0,0,0,0,0,0,0,0,0,0,0
1433,Typhoid,chills,vomiting,fatigue,high fever,headache,nausea,constipation,abdominal pain,diarrhoea,toxic look (typhos),belly pain,0,0,0,0,0,0
1434,Fungal infection,itching,skin rash,dischromic  patches,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1435,Osteoarthristis,joint pain,neck pain,knee pain,hip joint pain,swelling joints,painful walking,0,0,0,0,0,0,0,0,0,0,0
1436,Dengue,skin rash,chills,joint pain,fatigue,high fever,headache,nausea,loss of appetite,pain behind the eyes,back pain,malaise,muscle pain,red spots over body,0,0,0,0
1437,Acne,skin rash,blackheads,scurring,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1438,Psoriasis,skin rash,joint pain,skin peeling,silver like dusting,small dents in nails,inflammatory nails,0,0,0,0,0,0,0,0,0,0,0
1439,Peptic ulcer diseae,vomiting,indigestion,loss of appetite,abdominal pain,passage of gases,internal itching,0,0,0,0,0,0,0,0,0,0,0
1440,Diabetes,fatigue,weight loss,restlessness,lethargy,irregular sugar level,blurred and distorted vision,obesity,excessive hunger,increased appetite,polyuria,0,0,0,0,0,0,0
1441,Hepatitis B,itching,fatigue,lethargy,yellowish skin,dark urine,loss of appetite,abdominal pain,yellow urine,yellowing of eyes,malaise,receiving blood transfusion,receiving unsterile injections,0,0,0,0,0
1442,AIDS,muscle wasting,patches in throat,high fever,extra marital contacts,0,0,0,0,0,0,0,0,0,0,0,0,0
1443,Dimorphic hemmorhoids(piles),constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,0,0,0,0,0,0,0,0,0,0,0,0
1444,Tuberculosis,chills,vomiting,fatigue,weight loss,high fever,breathlessness,sweating,loss of appetite,mild fever,yellowing of eyes,swelled lymph nodes,malaise,phlegm,chest pain,blood in sputum,0,0
1445,Hepatitis D,joint pain,vomiting,fatigue,yellowish skin,dark urine,nausea,loss of appetite,abdominal pain,yellowing of eyes,0,0,0,0,0,0,0,0
1446,Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea,blurred and distorted vision,excessive hunger,drying and tingling lips,slurred speech,irritability,palpitations,0,0,0,0,0
1447,Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea,blurred and distorted vision,excessive hunger,drying and tingling lips,slurred speech,irritability,palpitations,0,0,0,0,0
1448,Varicose veins,fatigue,cramps,bruising,obesity,swollen legs,swollen blood vessels,prominent veins on calf,0,0,0,0,0,0,0,0,0,0
1449,Hepatitis E,joint pain,vomiting,fatigue,high fever,dark urine,nausea,loss of appetite,abdominal pain,yellowing of eyes,acute liver failure,coma,stomach bleeding,0,0,0,0,0
1450,Fungal infection,itching,skin rash,nodal skin eruptions,dischromic  patches,0,0,0,0,0,0,0,0,0,0,0,0,0
1451,Urinary tract infection,burning micturition,bladder discomfort,foul smell of urine,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1452,Hypertension,headache,chest pain,dizziness,loss of balance,lack of concentration,0,0,0,0,0,0,0,0,0,0,0,0
1453,Chicken pox,itching,skin rash,fatigue,lethargy,high fever,headache,loss of appetite,mild fever,swelled lymph nodes,malaise,red spots over body,0,0,0,0,0,0
1454,Gastroenteritis,vomiting,sunken eyes,dehydration,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1455,Arthritis,muscle weakness,stiff neck,swelling joints,movement stiffness,painful walking,0,0,0,0,0,0,0,0,0,0,0,0
1456,Hepatitis D,joint pain,fatigue,yellowish skin,dark urine,nausea,loss of appetite,abdominal pain,yellowing of eyes,0,0,0,0,0,0,0,0,0
1457,Acne,skin rash,pus filled pimples,blackheads,scurring,0,0,0,0,0,0,0,0,0,0,0,0,0
1458,Urinary tract infection,burning micturition,bladder discomfort,foul smell of urine,continuous feel of urine,0,0,0,0,0,0,0,0,0,0,0,0,0
1459,Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea,blurred and distorted vision,excessive hunger,drying and tingling lips,slurred speech,irritability,palpitations,0,0,0,0,0
1460,Migraine,acidity,headache,blurred and distorted vision,excessive hunger,stiff neck,depression,irritability,visual disturbances,0,0,0,0,0,0,0,0,0
1461,Paralysis (brain hemorrhage),vomiting,headache,weakness of one body side,altered sensorium,0,0,0,0,0,0,0,0,0,0,0,0,0
1462,Common Cold,continuous sneezing,fatigue,cough,high fever,headache,swelled lymph nodes,malaise,phlegm,throat irritation,redness of eyes,sinus pressure,runny nose,congestion,chest pain,loss of smell,muscle pain,0
1463,Chicken pox,itching,skin rash,lethargy,high fever,headache,loss of appetite,mild fever,swelled lymph nodes,malaise,red spots over body,0,0,0,0,0,0,0
1464,Dengue,skin rash,chills,joint pain,vomiting,fatigue,high fever,headache,nausea,loss of appetite,pain behind the eyes,back pain,malaise,muscle pain,0,0,0,0
